#Time	 Transmitted Flux
1235	4.63435e-06
1236	4.56105e-06
1237	4.48509e-06
1238	4.40664e-06
1239	4.32585e-06
1240	4.2429e-06
1241	4.15794e-06
1242	4.07116e-06
1243	3.98273e-06
1244	3.89283e-06
1245	3.80163e-06
1246	3.70931e-06
1247	3.61607e-06
1248	3.52208e-06
1249	3.42753e-06
1250	3.3326e-06
1251	3.23748e-06
1252	3.14235e-06
1253	3.04739e-06
1254	2.95278e-06
1255	2.85871e-06
1256	2.76535e-06
1257	2.67288e-06
1258	2.58146e-06
1259	2.49128e-06
1260	2.40249e-06
1261	2.31526e-06
1262	2.22975e-06
1263	2.14612e-06
1264	2.0645e-06
1265	1.98506e-06
1266	1.90793e-06
1267	1.83324e-06
1268	1.76113e-06
1269	1.69171e-06
1270	1.62511e-06
1271	1.56145e-06
1272	1.50082e-06
1273	1.44332e-06
1274	1.38905e-06
1275	1.33809e-06
1276	1.29052e-06
1277	1.24642e-06
1278	1.20584e-06
1279	1.16885e-06
1280	1.13549e-06
1281	1.10581e-06
1282	1.07984e-06
1283	1.05761e-06
1284	1.03914e-06
1285	1.02444e-06
1286	1.01351e-06
1287	1.00636e-06
1288	1.00297e-06
1289	1.00333e-06
1290	1.0074e-06
1291	1.01517e-06
1292	1.02658e-06
1293	1.0416e-06
1294	1.06017e-06
1295	1.08222e-06
1296	1.1077e-06
1297	1.13653e-06
1298	1.16863e-06
1299	1.20392e-06
1300	1.2423e-06
1301	1.28368e-06
1302	1.32795e-06
1303	1.37501e-06
1304	1.42475e-06
1305	1.47704e-06
1306	1.53177e-06
1307	1.58882e-06
1308	1.64804e-06
1309	1.70931e-06
1310	1.7725e-06
1311	1.83745e-06
1312	1.90404e-06
1313	1.97211e-06
1314	2.04151e-06
1315	2.11211e-06
1316	2.18374e-06
1317	2.25626e-06
1318	2.3295e-06
1319	2.40333e-06
1320	2.47758e-06
1321	2.55211e-06
1322	2.62674e-06
1323	2.70135e-06
1324	2.77576e-06
1325	2.84983e-06
1326	2.92342e-06
1327	2.99636e-06
1328	3.06852e-06
1329	3.13975e-06
1330	3.20991e-06
1331	3.27886e-06
1332	3.34647e-06
1333	3.41261e-06
1334	3.47713e-06
1335	3.53993e-06
1336	3.60088e-06
1337	3.65986e-06
1338	3.71676e-06
1339	3.77148e-06
1340	3.82391e-06
1341	3.87395e-06
1342	3.92152e-06
1343	3.96652e-06
1344	4.00888e-06
1345	4.04852e-06
1346	4.08536e-06
1347	4.11936e-06
1348	4.15044e-06
1349	4.17856e-06
1350	4.20368e-06
1351	4.22575e-06
1352	4.24473e-06
1353	4.26062e-06
